7.646078518951496150e+00,5.600235812550835135e+00,0
6.468106976158608745e+00,8.361339798802186252e+00,0
7.801336985224951448e+00,3.534083180185383366e+00,0
6.425132626288384330e+00,4.772964187553452753e+00,0
4.845171722309663309e+00,5.615897752907558882e+00,0
5.216065356741316883e+00,7.181410260444462068e+00,0
6.141556587720490512e+00,5.182512524739242288e+00,0
5.665794849118138465e+00,5.500511491061399916e+00,0
7.241118609736409084e+00,4.692262604351299160e+00,0
5.469601552476351713e+00,3.718856391047412835e+00,0
1.170515276248881964e+00,5.980427893160540798e+00,0
6.296654298289258378e+00,3.886752469390336806e+00,0
8.404631935981411672e+00,2.818451488101852753e+00,0
5.068637775952169022e+00,4.719224224961249270e+00,0
7.299168821537685758e+00,7.204038154850427311e+00,0
5.232421138545374717e+00,5.567243779403260540e+00,0
3.668321378554830758e+00,2.028805297664109553e+00,0
4.478131776010771503e+00,5.234523453655969938e+00,0
6.845436021091581225e+00,6.803569773176617375e+00,0
4.419009773888071813e+00,4.546545874136996623e+00,0
3.427170552399361192e+00,2.869973094231537125e+00,0
2.440594714062481074e+00,7.926163092847684055e+00,0
4.235521727372519862e+00,4.342888547583219960e+00,0
3.120806959925110924e+00,6.166235533747864928e+00,0
2.579153228663072728e+00,4.680889579679046619e+00,0
3.656800158209486451e+00,5.580353746788892622e+00,0
4.233792293646690297e+00,3.229051723816382058e+00,0
4.957726657492017353e+00,5.642497805795626320e+00,0
5.099775833574751616e+00,5.453707846609671783e+00,0
4.048516859478554331e+00,4.455888251019292312e+00,0
3.991309328336073214e+00,4.460670257689187679e+00,0
3.780280576933319203e+00,2.410576096502484944e+00,0
5.266139213380629513e+00,4.397328595687607589e+00,0
2.554702479550932992e+00,5.694173383288661405e+00,0
3.639052453425136946e+00,5.077918093694208324e+00,0
6.093635843266305585e+00,5.193474366136116238e+00,0
6.709101026814950686e+00,3.147761269469520951e+00,0
5.603512461766323227e+00,3.972784863589530424e+00,0
3.693804276227177219e+00,4.131725502853377030e+00,0
4.532671201808940786e+00,5.084248013344618400e+00,0
3.252275238824965164e+00,6.351239730431280428e+00,0
5.698493659595690097e+00,2.695634470584164610e+00,0
7.232378290693399769e+00,7.843833764045874624e+00,0
6.768169356739475617e+00,4.730112746281474045e+00,0
3.393871067734186120e+00,6.581677590396704858e+00,0
4.395234579540230335e+00,6.833667605573641168e+00,0
5.312412467115290582e+00,6.464958554725569684e+00,0
5.534549595761602880e+00,6.059859752287922063e+00,0
5.015750031081230631e+00,7.678805740858752671e+00,0
5.190368139055429708e+00,5.602984045167052507e+00,0
7.824726045584381673e+00,2.978361408286330558e+00,0
3.094272502271399716e+00,6.454095062237017011e+00,0
3.240314892328759910e+00,7.915431778473939417e+00,0
4.379571528860378926e+00,3.878817782838863248e+00,0
7.884413039720577387e+00,7.220772187151636601e+00,0
7.801338440639854710e+00,6.359066987413077854e+00,0
3.708161472417946136e+00,7.865097429648550076e+00,0
4.597994943572929039e+00,6.203684593694593019e+00,0
6.420877951660622251e+00,4.767484860363748744e+00,0
5.921119055519120877e+00,6.383310007349789927e+00,0
5.564638296733444456e+00,3.350898814123708380e+00,0
5.447357261309083931e+00,6.989578845030544940e+00,0
3.958148210402951506e+00,4.775548189508493913e+00,0
4.347269672417543696e+00,7.773895592719012981e+00,0
6.008442135518652805e+00,5.611192754361665536e+00,0
3.845125888332025177e+00,5.808873786937725825e+00,0
3.988501009013935672e+00,5.047745837411526715e+00,0
4.046230882431678388e+00,6.014649942419749706e+00,0
5.864886224922411628e+00,4.687551866633008046e+00,0
5.594010068992467666e+00,3.360407736904241105e+00,0
2.763113610941591691e+00,5.659087551896805124e+00,0
5.250010243058793158e+00,5.952547155338159257e+00,0
8.574717162295913297e+00,6.416719230485620429e+00,0
3.630766661833762399e+00,6.675524432143779663e+00,0
3.026138884232718151e+00,4.307623092777936868e+00,0
4.897637592013053265e+00,7.570014082474049388e+00,0
3.882867766927340369e+00,3.760342192011478346e+00,0
4.852321213361851626e+00,4.004782570456838720e+00,0
6.689953883159760473e+00,3.380102737454865114e+00,0
3.278797021383346610e+00,4.343269932883348616e+00,0
4.252951323961542407e+00,7.894298080725478783e+00,0
6.424131210388640767e+00,5.131326862077786544e+00,0
3.161846721754748124e+00,6.266544464602320730e+00,0
3.499676978915652992e+00,2.682843354833582605e+00,0
6.782044688528452880e+00,5.475413917887274273e+00,0
6.381288235671227937e+00,5.478091479414532117e+00,0
6.285245917854036968e+00,4.023461610049779758e+00,0
3.448635737323303196e+00,6.022391777422440029e+00,0
3.794885503739238608e+00,3.965675333374699463e+00,0
4.316701244723985198e+00,5.026218738537584940e+00,0
4.469009133119774546e+00,2.937573059872971903e+00,0
4.034572395750664064e+00,1.664895271663359821e+00,0
5.937847176540781646e+00,2.596913516589878679e+00,0
3.343424990857323920e+00,5.078247618891461812e+00,0
3.890655505413030291e+00,7.314521893110104145e+00,0
3.060714635414827356e+00,5.400576304023774199e+00,0
